From_Port_Code,To_Port_Code
CNZAP,CNNBG
JPSMZ,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
CNZAP,CNNBG
JPNGO,JPTYO
JPTYO,JPYOK
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPHBK,JPIMB
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPIMB,JPMYJ
JPMYJ,JPMIZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPTRG,JPKNZ
JPIYM,JPTKS
JPTKS,JPKCZ
JPIYM,JPTKS
JPTKS,JPKCZ
JPIYM,JPTKS
JPTKS,JPKCZ
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPKCZ,JPTKS
JPTKS,JPIYM
JPSBS,JPOIT
JPOIT,JPMOJ
JPMOJ,JPHKT
JPHKT,KRKAN
JPSBS,JPOIT
JPOIT,JPMOJ
JPMOJ,JPHKT
JPHKT,KRKAN
JPSBS,JPMOJ
JPMOJ,JPHKT
JPHKT,KRKAN
JPSBS,JPOIT
JPOIT,JPMOJ
JPMOJ,JPHKT
JPHKT,KRKAN
JPSBS,JPOIT
JPOIT,JPMOJ
JPMOJ,JPHKT
JPHKT,KRKAN
JPUKB,JPNGO
JPNGO,JPTYO
JPTYO,JPYOK
JPYOK,CNNBG
JPUKB,JPNGO
JPNGO,JPTYO
JPTYO,JPYOK
JPYOK,CNNBG
JPUKB,JPNGO
JPNGO,JPTYO
CNTAO,CNFUG
CNFUG,CNSHK
CNSHK,CNNSA
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
MTMLA,ESBCN
ESBCN,ESVLC
MACAS,MAPTM
MAPTM,ESVLC
ESVLC,MTMLA
MTMLA,TRIZT
ROCND,TRIZT
TRIZT,TRGEB
TRGEB,TRAVC
TRAVC,TRALI
TRALI,MTMLA
MTMLA,ESBCN
ESBCN,ESVLC
MACAS,MAPTM
MAPTM,ESVLC
ESVLC,MTMLA
MTMLA,TRIZT
ROCND,TRIZT
TRIZT,TRGEB
TRGEB,TRAVC
TRAVC,TRALI
TRALI,MTMLA
MTMLA,ESBCN
ESBCN,ESVLC
PGLAE,PGROR
PGLAE,PGROR
PGLAE,PGGUR
PGGUR,PGROR
PGLAE,PGGUR
PGGUR,PGROR
PGLAE,PGGUR
PGGUR,PGROR
DZMOS,DZALG
DZALG,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
DZMOS,DZSKI
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
NOOSL,NOBVK
NOBVK,NOFRK
TWKEL,TWKHH
VNHPH,TWKHH
JPTYO,JPSMZ
JPSMZ,JPNGO
JPNGO,JPUKB
JPUKB,TWKEL
TWKEL,TWKHH
VNHPH,TWKHH
JPTYO,JPSMZ
JPSMZ,JPNGO
JPNGO,JPUKB
JPUKB,TWKEL
TWKEL,TWKHH
VNHPH,TWKHH
JPTYO,JPSMZ
JPSMZ,JPNGO
JPNGO,JPUKB
JPUKB,TWKEL
TWKEL,TWKHH
VNHPH,TWKHH
JPTYO,JPSMZ
JPSMZ,JPNGO
JPNGO,JPUKB
JPUKB,TWKEL
TWKEL,TWKHH
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
JPYOK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPNGO
AUMEL,AUSYD
AUSYD,AUBNE
JPYOK,JPOSA
JPOSA,CNTAO
CNTAO,CNNBG
CNNBG,TWKHH
AUMEL,AUSYD
AUSYD,AUBNE
JPYOK,JPOSA
JPOSA,CNTAO
CNTAO,CNNBG
CNNBG,TWKHH
HNPCR,GTPBR
GPPTP,JMKIN
JMKIN,HNPCR
HNPCR,GTPBR
GPPTP,JMKIN
JMKIN,HNPCR
HNPCR,GTPBR
GPPTP,JMKIN
JMKIN,HNPCR
HNPCR,GTPBR
GPPTP,JMKIN
JMKIN,HNPCR
HNPCR,GTPBR
SOMGQ,SOKMU
KEMBA,SOKMU
SOKMU,SOMGQ
SOMGQ,SOKMU
KEMBA,SOKMU
SOKMU,SOMGQ
SOMGQ,SOKMU
KEMBA,SOKMU
KEMBA,SOKMU
KEMBA,SOKMU
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
VNHPH,VNVUT
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
FRMRS,FRAJA
ITAOI,ITRAN
ITRAN,ITVCE
ITVCE,ITTRS
ITTRS,SIKOP
SIKOP,MEBAR
MEBAR,ITTAR
ITTAR,MTMLA
MTMLA,CYLMS
CYLMS,EGALY
EGALY,LBBEY
LBBEY,SYLTK
SYLTK,SYTTS
SYTTS,LBBEY
TRIZM,TRALI
TRALI,TRAVC
TRAVC,TRGEB
TRGEB,TRGEM
TRGEM,MTMLA
ITAOI,ITRAN
ITRAN,ITVCE
ITVCE,ITTRS
ITTRS,SIKOP
SIKOP,MEBAR
MEBAR,ITTAR
ITTAR,MTMLA
MTMLA,CYLMS
CYLMS,EGALY
EGALY,LBBEY
LBBEY,SYLTK
SYLTK,SYTTS
SYTTS,LBBEY
TRIZM,TRALI
TRALI,TRAVC
TRAVC,TRGEB
TRGEB,TRGEM
TRGEM,MTMLA
GQSSG,GQBSG
GQBSG,CMKBI
CMKBI,TGLFW
ESVLC,ESALG
ESALG,MAPTM
TGLFW,CMKBI
CMKBI,GQBSG
GQBSG,GQSSG
ESVLC,ESALG
ESALG,MAPTM
TGLFW,CMKBI
CMKBI,GQBSG
GQBSG,GQSSG
WSAPW,ASPPG
ASPPG,USLGB
USLGB,USOAK
GQBSG,GQSSG
GQSSG,NGONN
ESVLC,ESALG
ESALG,MAPTM
CMKBI,GQBSG
GQBSG,NGLKK
NGLKK,SNDKR
SNDKR,ESVLC
JPTYO,JPNGO
JPTYO,JPNGO
JPTYO,JPYKK
JPYKK,JPNGO
JPTYO,JPNGO
JPTYO,JPNGO
JPTYO,JPNGO
JPTYO,JPNGO
JPTYO,JPNGO
JPTYO,JPNGO
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
CNTAO,JPUKB
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPUKB,JPNGO
JPNGO,JPYOK
JPYOK,JPNAH
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
CNTAO,JPUKB
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USOAK,JPYOK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
CNTAO,JPUKB
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPYOK,JPNAH
CNTAO,JPUKB
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPUKB,JPNGO
JPNGO,JPYOK
JPYOK,JPNAH
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
CNTAO,JPUKB
JPUKB,JPNGO
JPNGO,JPYOK
USLAX,USOAK
USOAK,JPYOK
JPYOK,JPNAH
JPUKB,JPNGO
JPNGO,JPYOK
BRSSZ,BRITJ
BRITJ,SGSIN
CNNSA,CNSHK
CNNSA,CNSHK
CNNSA,CNSHK
CNNSA,CNSHK
CNSHK,CNNSA
CNSHK,CNNSA
CNSHK,CNNSA
CNSHK,CNNSA
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNZJG,CNNTG
CNNTG,CNRUG
CNTZO,CNCZX
CNCZX,CNJIA
MQFDF,GPPTP
GPPTP,MQFDF
TTPOS,GFDDC
GPPTP,MQFDF
TTPOS,GFDDC
GPPTP,MQFDF
TTPOS,GFDDC
GPPTP,MQFDF
TTPOS,GFDDC
GPPTP,MQFDF
TTPOS,GFDDC
GPPTP,MQFDF
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
CNNKG,CNZHE
CNZHE,CNYZH
CNYZH,CNCZX
THLCH,VNHPH
VNHPH,CNYPG
THLCH,VNHPH
VNHPH,CNYPG
THLCH,VNHPH
VNHPH,CNYPG
THLCH,VNHPH
VNHPH,CNYPG
THLCH,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
THLCH,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
THLCH,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
ITGOA,FRMRS
FRMRS,ITSPE
ITSPE,ITLIV
ITLIV,ITNAP
ITNAP,ITSAL
ITSAL,MTMLA
ITNAP,ITSAL
ITSAL,MTMLA
TRALI,TRGEM
TRGEM,TRIZT
TRIZT,TRAVC
TRAVC,MTMLA
ITGOA,FRMRS
FRMRS,ITSPE
ITSPE,ITLIV
ITLIV,ITNAP
ITNAP,ITSAL
ITSAL,MTMLA
TRALI,TRGEM
TRGEM,TRIZT
TRIZT,TRAVC
TRAVC,MTMLA
INNSA,INPAV
INPAV,PKKHI
LKCMB,SGSIN
SGSIN,THLCH
MZMPM,MZBEW
SGSIN,MYTPP
MYTPP,REPDG
MZMPM,MZBEW
JPSBS,JPHIJ
SGSIN,MYTPP
TGLFW,NGAPP
NGAPP,NGONN
NGONN,BJCOO
VNVUT,VNSGN
GEPTI,BGVAR
GRPIR,GEPTI
GEPTI,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
GEPTI,ROCND
ROCND,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
GEPTI,ROCND
ROCND,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
GEPTI,ROCND
ROCND,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
GEPTI,ROCND
ROCND,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
GEPTI,ROCND
ROCND,BGVAR
GRPIR,TRAVC
TRAVC,GEPTI
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
CNWUH,CNJIU
CNWUH,CNJIU
CNWUH,CNJIU
CNWUH,CNJIU
CNWUH,CNJIU
CNZJG,CNNBG
CNZJG,CNNBG
CNZJG,CNNBG
CNZJG,CNNBG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
MYBTU,MYMYY
MYMYY,MYLBU
MYLBU,MYPKG
MYPEN,MYPKG
ISREY,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISVPN
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISVES
ISVES,ISVPN
ISREY,ISRFJ
ISRFJ,ISVPN
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
ISREY,ISISA
ISISA,ISSAU
ISSAU,ISAKU
ISAKU,ISRFJ
ISRFJ,ISVPN
ISVPN,GBHUL
CIABJ,ESLPA
ESALG,MAPTM
MRNKC,CISPY
CISPY,CIABJ
CIABJ,LRMLW
LRMLW,ESLPA
ESALG,MAPTM
MRNKC,CISPY
CISPY,CIABJ
CIABJ,LRMLW
LRMLW,ESLPA
ESALG,MAPTM
NICIO,CRCAL
NICIO,CRCAL
NICIO,CRCAL
NICIO,CRCAL
NZNPE,NZTRG
PGLAE,PGMTK
PGMTK,AUBNE
AUBNE,AUGLT
AUGLT,AUTSV
CNTAO,CNNBG
CNNBG,CNNSA
PGLAE,PGMTK
DEBRV,DEHAM
DEHAM,BEANR
BEANR,BRSSZ
BRSSZ,BRPNG
ARBUE,UYMVD
UYMVD,BRRIG
BRRIG,BRPNG
BRPNG,BRSSZ
BRSSZ,MAPTM
GBSOU,DEHAM
DEHAM,BEANR
BEANR,MAPTM
MAPTM,BRSSZ
BRSSZ,BRPNG
ARBUE,UYMVD
UYMVD,BRRIG
BRRIG,BRPNG
BRPNG,BRSSZ
BRSSZ,MAPTM
GBSOU,DEHAM
DEHAM,BEANR
BEANR,MAPTM
MAPTM,BRSSZ
BRSSZ,BRPNG
ARBUE,UYMVD
UYMVD,BRRIG
BRRIG,BRPNG
BRPNG,BRSSZ
BRSSZ,MAPTM
BRIOA,BRPNG
BRPNG,BRSSZ
BRSSZ,BRIGI
BRIOA,BRPNG
BRPNG,BRSSZ
BRSSZ,BRIGI
MYTPP,SGSIN
COCTG,DOCAU
GBLGP,DEHAM
DEHAM,BEANR
BEANR,DOCAU
DOCAU,COCTG
COCTG,PAMIT
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CLSAI,PECLL
PECLL,ECPSJ
ECPSJ,COCTG
COCTG,DOCAU
GBLGP,DEHAM
DEHAM,BEANR
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESSCT,ESLPA
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
GRPIR,HRRJK
CLSAI,PECLL
PECLL,ECGYE
ECGYE,COCTG
CLSAI,PECLL
PECLL,ECGYE
ECGYE,COCTG
USPEF,USPHL
USPHL,USNYC
USNYC,USCHS
USCHS,COCTG
COCTG,ECGYE
ECGYE,PECLL
CLSAI,PECLL
PECLL,ECGYE
USPEF,USPHL
USPHL,USNYC
USNYC,USCHS
USCHS,COCTG
COCTG,ECGYE
ECGYE,PECLL
CNNBG,CNSHK
CNSHK,TWKHH
NZAKL,NZLYT
NZLYT,NZWLG
NZWLG,NZNPE
NZNPE,NZTRG
TWKEL,CNNBG
CNNBG,CNSHK
CNSHK,TWKHH
NZAKL,NZLYT
NZLYT,NZWLG
NZWLG,NZNPE
NZNPE,NZTRG
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
SEHEL,SEOXE
SEOXE,SEUME
SEUME,SESDL
SESDL,SEMMA
SEMMA,SEUME
SEUME,SESDL
SESDL,GBTIL
THLCH,VNVUT
VNVUT,SGSIN
SGSIN,MYPKG
INMAA,LKCMB
THLCH,VNVUT
VNVUT,SGSIN
SGSIN,MYPKG
INMAA,LKCMB
THLCH,VNVUT
VNVUT,SGSIN
SGSIN,MYPKG
INMAA,LKCMB
THLCH,VNVUT
PGMTK,PGLAE
PGLAE,SBHIR
SBHIR,VUSAN
VUSAN,VUVLI
NZTRG,NZAKL
NZAKL,NCNOU
NCNOU,AUBNE
PGMTK,PGLAE
PGLAE,PGKIM
PGKIM,PGRAB
PGRAB,SBHIR
SBHIR,VUSAN
VUSAN,VUVLI
NZTRG,NZAKL
NZAKL,NCNOU
NCNOU,AUBNE
PGMTK,PGLAE
PGLAE,SBHIR
CNNBG,THLCH
THBKK,THLCH
THLCH,PHMNL
PHMNL,VNUIH
VNUIH,VNC8Q
CNDLC,KRICH
KRICH,CNNBG
CNNBG,KHKOS
THBKK,THLCH
THLCH,PHMNL
PHMNL,VNUIH
VNUIH,VNC8Q
CNDLC,KRICH
KRICH,CNNBG
CNNBG,KHKOS
THBKK,THLCH
THLCH,PHMNL
PHMNL,VNUIH
VNUIH,VNC8Q
CNDLC,KRICH
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
JMKIN,KYGEC
INMUN,INNSA
GHTEM,NGAPP
NGAPP,ZACPT
ZACPT,ZAZBA
INMUN,INNSA
JPUKB,JPNGO
JPNGO,JPTYO
USLAX,USOAK
USOAK,JPTYO
JPTYO,JPSMZ
JPSMZ,JPUKB
JPUKB,JPNGO
AUSYD,AUMEL
AUMEL,NZTRG
NZTRG,PFPPT
CAVAN,USOAK
USOAK,USLAX
USLAX,NZAKL
GBSOU,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESALG
AEKHL,AEJEA
AEJEA,INNSA
INNSA,INMUN
INMUN,OMSOH
MAPTM,MACAS
MACAS,MAAGA
GBTIL,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESVGO
MAPTM,MACAS
MACAS,MAAGA
GBTIL,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESVGO
MAPTM,MACAS
MACAS,MAAGA
GBTIL,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESVGO
MAPTM,MACAS
MACAS,MAAGA
ESALG,PTLEI
PTLEI,PTLIS
PTLIS,ESLPA
ESLPA,CVRAI
CVRAI,CVMIN
ESALG,PTLEI
PTLEI,PTLIS
PTLIS,ESLPA
ESLPA,CVRAI
CVRAI,CVMIN
ESALG,PTLEI
PTLEI,PTLIS
PTLIS,ESLPA
ESLPA,CVRAI
CVRAI,CVMIN
ESALG,PTLEI
PTLEI,PTLIS
PTLIS,ESLPA
ESLPA,CVRAI
CVRAI,CVMIN
ESALG,PTLEI
PTLEI,PTLIS
IDBPN,IDSRI
IDBPN,IDSRI
KMMUT,MZMNC
MZMNC,KMMUT
KMMUT,KMYVA
KMYVA,MZMNC
SGSIN,MYPKG
MYPKG,IDSUB
PGLAE,PGROR
PGROR,PGGUR
PGGUR,PGMTK
PGMTK,AUTSV
AUTSV,AUGLT
SGSIN,MYPKG
MYPKG,IDSUB
PGLAE,PGRAB
PGRAB,PGMTK
PGMTK,AUTSV
CNXMN,CNTAO
CNTAO,CNNBG
CNNBG,MXZLO
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNFUG,CNFOC
CNWUH,CNJIU
CNWUH,CNJIU
CNWUH,CNJIU
CNWUH,CNJIU
CNSHK,CNNSA
CNNSA,BDCGP
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
CNJIA,CNTAG
CNYZH,CNZHE
CNZHE,CNTZO
CNTZO,CNCZX
CNCZX,CNJIA
